Porygon,60,64,121,122
Porygon,94,44,190,39
Porygon,109,21,152,119
Porygon,216,139,66,36
Porygon,31,14,52,44
Porygon,14,63,139,89
Porygon,37,135,73,80
Porygon,127,124,126,159
Porygon,71,140,168,91
Porygon,145,99,194,155
Porygon,207,19,47,138
Porygon,166,123,27,8
Porygon,127,108,222,55
Porygon,195,20,137,160
Porygon,124,29,186,44
Porygon,67,86,89,133
Porygon,147,112,33,104
Porygon,22,41,87,69
Porygon,217,132,36,18
Porygon,226,139,99,28
Porygon,189,116,12,24
Porygon,191,152,179,15
Porygon,35,109,219,26
Porygon,66,110,51,135
Porygon,1,94,55,133
Porygon,44,18,108,39
Porygon,52,39,109,9
Porygon,157,144,13,116
Porygon,201,128,92,62
Porygon,43,26,142,116
Porygon,205,164,181,57
Porygon,37,19,36,105
Porygon,20,70,154,42
Porygon,50,61,171,49
Porygon,41,7,43,42
Porygon,185,76,108,128
Porygon,14,144,230,45
Porygon,147,45,29,134
Porygon,160,153,138,45
Porygon,91,93,30,33
Porygon,232,58,24,44
Porygon,149,121,178,30
Porygon,114,161,199,101
Porygon,150,159,53,90
Porygon,81,58,133,112
Porygon,17,122,191,78
Porygon,207,128,50,122
Porygon,161,71,109,57
Porygon,228,140,100,152
Porygon,16,102,121,107
Porygon,95,141,19,130
Porygon,21,54,186,55
Porygon,34,148,129,104
Porygon,105,124,192,152
Porygon,16,122,185,115
Porygon,171,157,48,152
Porygon,176,21,11,54
Porygon,172,45,59,35
Porygon,134,147,149,90
Porygon,205,42,17,143
Porygon,107,108,61,97
Porygon,18,9,62,74
Porygon,120,24,95,85
Porygon,72,123,175,96
Porygon,88,68,64,68
Porygon,4,146,133,118
Porygon,147,60,172,42
Porygon,198,126,176,62
Porygon,53,125,89,127
Porygon,41,16,17,132
Porygon,254,91,159,141
Porygon,228,19,197,26
Porygon,239,163,207,31
Porygon,19,125,119,65
Porygon,55,122,159,128
Porygon,64,8,94,45
Porygon,90,143,7,101
Porygon,59,7,122,113
Porygon,119,150,7,109
Porygon,192,12,202,137
Porygon,239,92,118,67
Porygon,190,93,146,22
Porygon,27,31,15,116
Porygon,49,147,123,12
Porygon,182,123,122,141
Porygon,45,151,167,107
Porygon,10,59,80,94
Porygon,122,64,223,16
Porygon,32,70,14,78
Porygon,232,69,148,16
Porygon,240,20,39,145
Porygon,63,63,123,139
Porygon,77,144,129,131
Porygon,161,120,175,64
Porygon,86,31,113,15
Porygon,117,71,61,140
Porygon,42,34,194,101
Porygon,39,69,209,110
Porygon,14,53,197,50
Porygon,27,41,140,158
Porygon,132,139,124,28
Porygon,221,33,155,86
Porygon,118,149,176,43
Porygon,45,7,198,23
Porygon,152,148,28,82
Porygon,171,20,178,16
Porygon,217,51,190,51
Porygon,226,86,57,76
Porygon,241,74,154,57
Porygon,241,112,9,123
Porygon,192,78,208,14
Porygon,69,54,40,35
Porygon,46,86,12,14
Porygon,142,10,109,154
Porygon,38,154,181,133
Porygon,37,101,84,97
Porygon,101,43,54,143
Porygon,145,66,111,120
Porygon,212,101,36,21
Porygon,45,74,87,131
Porygon,45,14,66,104
Porygon,62,35,16,142
Porygon,195,122,56,147
Porygon,4,33,86,80
Porygon,152,53,157,110
Porygon,232,149,182,70
Porygon,18,70,77,109
Porygon,127,65,190,58
Porygon,160,157,79,121
Porygon,104,36,194,82
Porygon,76,143,128,50
Porygon,100,98,5,103
Porygon,54,7,175,85
Porygon,58,109,163,104
Porygon,118,107,36,47
Porygon,108,39,27,110
Porygon,113,78,192,81
Porygon,153,82,58,104
Porygon,236,136,59,91
Porygon,184,150,74,139
Porygon,157,136,135,103
Porygon,58,137,60,141
Porygon,26,91,113,61
Porygon,21,63,90,142
Porygon,103,32,95,122
Porygon,9,65,13,92
Porygon,177,81,146,9
Porygon,209,129,169,52
Porygon,12,34,158,33
Porygon,4,104,152,96
Porygon,135,86,45,100
Porygon,132,107,33,148
Porygon,68,77,93,97
Porygon,208,13,56,141
Porygon,237,138,101,128
Porygon,237,48,93,76
Porygon,222,164,24,62
Porygon,83,91,210,46
Porygon,191,98,165,142
Porygon,254,163,134,71
Porygon,179,109,213,51
Porygon,205,26,118,13
Porygon,247,19,54,19
Porygon,92,74,116,70
Porygon,205,89,181,84
Porygon,174,91,197,138
Porygon,151,18,192,114
Porygon,28,118,144,128
Porygon,109,41,172,84
Porygon,54,47,192,52
Porygon,207,65,63,29
Porygon,155,156,161,44
Porygon,13,66,206,43
Porygon,99,11,184,18
Porygon,98,139,119,128
Porygon,167,156,9,113
Porygon,212,128,74,24
Porygon,239,36,204,145
Porygon,234,69,152,101
Porygon,95,76,98,112
Porygon,182,129,59,18
Porygon,51,102,68,52
Porygon,53,143,175,63
Porygon,245,33,217,147
Porygon,192,29,80,38
Porygon,108,162,95,33
Porygon,12,67,21,150
Porygon,179,33,106,32
Porygon,86,78,160,15
Porygon,5,135,171,147
Porygon,112,81,22,111
Porygon,222,37,70,159
Porygon,236,30,184,110
Porygon,39,32,136,158
Porygon,105,40,11,25
Porygon,179,134,223,87
Porygon,5,80,97,88
Porygon,224,134,188,79
Porygon,211,83,201,100
Porygon,75,105,219,83
Porygon,134,142,101,88
Porygon,161,103,112,82
Porygon,253,18,176,7
Porygon,145,150,169,153
Porygon,81,84,77,156
Porygon,140,106,139,116
Porygon,229,113,163,98
Porygon,237,131,19,118
Porygon,185,77,89,79
Porygon,244,103,30,65
Porygon,130,153,173,40
Porygon,226,70,76,70
Porygon,203,76,114,14
Porygon,153,135,230,78
Porygon,160,154,40,122
Porygon,113,117,220,14
Porygon,243,126,84,105
Porygon,248,11,201,132
Porygon,62,85,195,61
Porygon,209,156,109,82
Porygon,217,86,167,16
Porygon,204,133,187,27
Porygon,21,34,154,25
Porygon,1,123,104,66
Porygon,174,127,56,87
Porygon,184,31,14,107
Porygon,44,117,152,68
Porygon,179,25,127,67
Porygon,122,107,78,16
Porygon,187,111,104,124
Porygon,83,119,122,69
Porygon,18,120,18,149
Porygon,222,5,189,39
Porygon,133,40,175,122
Porygon,129,20,104,111
Porygon,228,121,227,155
Porygon,231,135,159,117
Porygon,182,79,216,62
Porygon,139,41,123,135
Porygon,28,74,196,99
Porygon,64,62,5,131
Porygon,205,120,217,132
Porygon,99,160,223,59
Porygon,111,125,31,71
Porygon,76,142,15,149
Porygon,190,103,51,160
Porygon,87,116,225,64
Porygon,9,162,36,104
Porygon,162,149,203,62
Porygon,39,116,172,62
Porygon,216,64,183,140
Porygon,55,150,191,158
Porygon,50,44,114,145
Porygon,196,34,16,86
Porygon,12,127,209,63
Porygon,167,151,99,88
Porygon,165,115,124,130
Porygon,117,73,118,134
Porygon,159,93,63,116
Porygon,198,79,146,42
Porygon,18,101,19,110
Porygon,249,26,36,59
Porygon,224,10,137,54
Porygon,175,13,176,102
Porygon,207,68,194,10
Porygon,49,24,170,19
Porygon,93,24,193,138
Porygon,70,29,79,115
Porygon,140,51,111,143
Porygon,58,82,190,66
Porygon,71,37,114,99
Porygon,152,120,178,109
Porygon,243,86,8,16
Porygon,97,129,8,40
Porygon,8,93,85,150
Porygon,232,60,156,68
Porygon,195,147,217,12
Porygon,53,23,118,57
Porygon,40,38,100,91
Porygon,40,6,44,50
Porygon,211,75,138,96
Porygon,91,118,141,101
Porygon,124,123,97,104
Porygon,44,136,182,147
Porygon,248,159,149,43
Porygon,43,62,89,56
Porygon,92,154,208,85
Porygon,111,19,16,76
Porygon,94,107,166,116
Porygon,112,101,35,46
Porygon,156,59,44,146
Porygon,217,96,130,41
Porygon,251,75,153,120
Porygon,125,14,140,78
Porygon,192,23,96,28
Porygon,74,52,145,69
Porygon,84,100,198,122
Porygon,56,152,90,90
Porygon,145,130,87,105
Porygon,194,145,26,79
Porygon,230,119,210,112
Porygon,32,147,83,81
Porygon,245,77,220,61
Porygon,199,142,73,111
Porygon,120,136,108,105
Porygon,139,45,91,159
Porygon,127,96,202,103
Porygon,130,71,24,14
Porygon,41,126,14,46
Porygon,71,89,127,14
Porygon,185,72,90,115
Porygon,64,40,57,99
Porygon,168,116,73,6
Porygon,240,165,98,82
Porygon,14,91,135,19
Porygon,166,140,170,157
Porygon,52,62,85,88
Porygon,169,123,210,92
Porygon,15,84,145,62
Porygon,174,76,189,108
Porygon,109,74,39,112
Porygon,233,136,62,80
Porygon,251,22,94,157
Porygon,3,55,20,73
Porygon,48,72,18,121
Porygon,190,115,173,151
Porygon,125,14,77,56
Porygon,221,126,68,10
Porygon,169,110,19,51
Porygon,152,162,38,7
Porygon,73,67,221,28
Porygon,30,95,18,140
Porygon,105,43,116,103
Porygon,80,164,109,12
Porygon,20,165,206,63
Porygon,21,23,219,28
Porygon,253,99,54,34
Porygon,143,26,17,129
Porygon,8,57,186,65
Porygon,215,84,77,34
Porygon,153,53,69,105
Porygon,17,111,186,111
Porygon,61,23,193,51
Porygon,211,21,122,73
Porygon,114,27,110,120
Porygon,179,115,149,71
Porygon,22,111,196,148
Porygon,176,142,155,48
Porygon,43,95,114,51
Porygon,167,164,96,93
Porygon,47,130,128,6
Porygon,186,103,110,63
Porygon,62,72,93,25
Porygon,32,145,220,48
Porygon,33,70,208,81
Porygon,105,139,21,85
Porygon,235,148,176,90
Porygon,255,43,22,130
Porygon,9,160,192,83
Porygon,184,64,180,23
Porygon,92,79,116,32
Porygon,34,22,71,133
Porygon,165,146,92,156
Porygon,251,50,226,35
Porygon,200,104,131,68
Porygon,199,156,20,90
Porygon,249,142,133,43
Porygon,55,159,27,48
Porygon,128,113,187,76
Porygon,190,162,120,92
Porygon,132,94,78,35
Porygon,193,138,60,122
Porygon,18,124,221,100
Porygon,20,92,208,148
Porygon,235,130,29,116
Porygon,228,157,88,156
Porygon,2,9,169,22
Porygon,41,16,169,55
Porygon,153,100,200,37
Porygon,167,161,105,67
Porygon,26,30,96,104
Porygon,165,150,57,61
Porygon,194,33,15,34
Porygon,255,135,217,14
Porygon,49,73,130,27
Porygon,86,154,78,119
Porygon,251,116,19,154
Porygon,120,40,14,15
Porygon,32,120,208,38
Porygon,82,69,176,66
Porygon,134,44,127,140
Porygon,37,12,150,160
Porygon,30,114,80,140
Porygon,100,115,113,58
Porygon,91,102,220,24
Porygon,217,149,197,69
Porygon,28,65,31,45
Porygon,142,24,118,129
Porygon,19,88,35,45
Porygon,92,79,201,114
Porygon,164,159,95,139
Porygon,164,125,8,69
Porygon,201,139,12,26
Porygon,94,47,212,137
Porygon,56,111,61,96
Porygon,237,28,82,138
Porygon,165,83,155,154
Porygon,101,142,18,137
Porygon,151,34,36,100
Porygon,86,126,112,118
Porygon,157,157,203,137
Porygon,209,29,147,114
Porygon,54,18,101,157
Porygon,137,64,78,9
Porygon,131,60,54,49
Porygon,84,106,34,78
Porygon,119,9,202,127
Porygon,7,47,44,156
Porygon,85,76,156,65
Porygon,145,95,180,121
Porygon,86,140,81,57
Porygon,109,29,222,68
Porygon,20,68,13,72
Porygon,180,33,18,13
Porygon,23,136,24,18
Porygon,198,88,180,51
Porygon,201,42,42,14
Porygon,68,27,89,90
Porygon,135,17,55,116
Porygon,47,57,61,29
Porygon,143,114,221,72
Porygon,166,40,128,61
Porygon,161,158,89,140
Porygon,160,70,17,152
Porygon,231,83,25,158
Porygon,121,156,85,112
Porygon,44,160,12,58
Porygon,117,45,40,19
Porygon,156,162,87,19
Porygon,21,14,49,76
Porygon,10,135,79,89
Porygon,202,87,173,148
Porygon,78,143,56,148
Porygon,109,73,121,18
Porygon,96,80,192,44
Porygon,130,136,27,11
Porygon,100,79,80,139
Porygon,64,78,5,35
Porygon,46,98,184,98
Porygon,69,113,46,46
Porygon,242,63,225,111
Porygon,63,101,122,112
Porygon,29,94,191,82
Porygon,247,11,53,55
Porygon,79,58,44,86
Porygon,100,38,18,149
Porygon,127,116,219,28
Porygon,151,67,66,65
Porygon,153,162,143,28
Porygon,71,63,136,77
Porygon,223,8,167,103
Porygon,148,62,110,68
Porygon,226,131,197,93
Porygon,173,160,118,160
Porygon,205,39,186,26
Porygon,246,106,152,5
Porygon,218,49,109,131
Porygon,8,156,143,120
Porygon,213,115,151,27
Porygon,89,65,79,20
Porygon,154,152,120,22
Porygon,144,146,37,30
Porygon,87,124,142,82
Porygon,150,94,90,23
Porygon,102,37,14,146
Porygon,103,157,19,86
Porygon,118,155,200,47
Porygon,228,120,158,27
Porygon,247,117,114,153
Porygon,183,7,153,124
Porygon,2,47,96,54
Porygon,70,79,151,110
Porygon,61,118,180,109
Porygon,109,145,204,156
Porygon,9,23,166,153
Porygon,224,113,91,104
Porygon,234,94,203,81
Porygon,173,97,29,140
Porygon,137,52,121,111
Porygon,83,139,214,111
Porygon,240,162,44,7
Porygon,54,59,59,20
Porygon,140,107,101,133
Porygon,29,45,219,74
Porygon,60,132,179,126
Porygon,164,24,186,5
Porygon,50,100,197,53
Porygon,126,124,163,22
Porygon,51,134,28,106
Porygon,88,87,188,43
Porygon,112,95,19,22
Porygon,37,21,43,153
Porygon,144,44,99,151
Porygon,159,16,188,53
Porygon,163,24,229,41
Porygon,157,66,213,27
Porygon,140,123,35,102
Porygon,8,59,78,92
Porygon,205,22,184,11
Porygon,232,12,38,50
Porygon,24,160,161,63
Porygon,73,50,63,54
Porygon,93,54,181,36
Porygon,195,12,193,51
Porygon,141,56,210,134
Porygon,10,77,87,19
Porygon,252,26,116,55
Porygon,185,61,110,86
Porygon,107,46,230,55
Porygon,70,12,113,148
Porygon,147,86,52,77
Porygon,155,33,223,120
Porygon,128,52,120,151
Porygon,119,94,130,100
Porygon,101,42,34,160
Porygon,132,157,25,120
Porygon,157,67,220,83
Porygon,188,137,169,123
Porygon,155,142,72,23
Porygon,254,46,74,113
Porygon,123,25,183,103
Porygon,84,18,71,83
Porygon,26,107,107,53
Porygon,28,43,8,72
Porygon,218,94,152,56
Porygon,124,62,37,52
Porygon,202,130,127,147
Porygon,63,54,59,62
Porygon,75,64,28,123
Porygon,213,30,69,15
Porygon,193,74,20,29
Porygon,13,95,57,95
Porygon,209,101,183,138
Porygon,30,40,102,58
Porygon,117,90,8,96
Porygon,129,162,11,45
Porygon,183,107,197,158
Porygon,246,123,36,158
Porygon,14,25,46,109
Porygon,223,144,13,89
Porygon,61,66,30,64
Porygon,164,21,170,97
Porygon,10,93,145,69
Porygon,216,131,150,49
Porygon,202,163,96,24
Porygon,171,131,60,29
Porygon,60,66,160,96
Porygon,242,128,131,117
Porygon,46,137,109,148
Porygon,58,29,29,158
Porygon,25,56,57,116
Porygon,41,92,203,142
Porygon,164,43,213,144
Porygon,238,56,64,33
Porygon,6,81,22,39
Porygon,221,56,116,23
Porygon,125,46,207,83
Porygon,136,56,148,10
Porygon,62,131,225,48
Porygon,73,156,47,110
Porygon,150,6,174,72
Porygon,69,142,208,117
Porygon,105,161,205,73
Porygon,56,35,206,105
Porygon,61,16,67,146
Porygon,155,10,88,24
Porygon,202,137,128,8
Porygon,144,68,43,101
Porygon,17,123,174,129
Porygon,131,149,176,129
Porygon,89,156,168,39
Porygon,171,130,127,86
Porygon,122,5,22,124
Porygon,98,79,71,98
Porygon,166,158,179,83
Porygon,186,86,173,30
Porygon,67,95,173,130
Porygon,195,70,198,27
Porygon,235,16,101,134
Porygon,18,46,202,39
Porygon,245,125,91,8
Porygon,22,49,44,26
Porygon,157,148,205,129
Porygon,179,103,161,48
Porygon,39,27,151,148
Porygon,39,141,164,139
Porygon,202,156,187,153
Porygon,98,107,191,121
Porygon,19,8,99,122
Porygon,198,61,49,124
Porygon,17,79,91,131
Porygon,130,141,225,104
Porygon,103,137,101,138
Porygon,95,128,196,79
Mewtwo,189,83,43,143
Mewtwo,100,85,54,8
Mewtwo,196,25,41,11
Mewtwo,213,86,207,106
Mewtwo,6,103,193,130
Mewtwo,157,115,117,30
Mewtwo,65,18,86,98
Mewtwo,69,80,131,31
Mewtwo,125,18,225,130
Mewtwo,48,6,178,6
Mewtwo,134,102,219,78
Mewtwo,121,51,227,71
Mewtwo,154,32,148,83
Mewtwo,197,126,160,151
Mewtwo,129,81,54,154
Mewtwo,25,63,146,89
Mewtwo,193,162,137,92
Mewtwo,215,99,193,99
Mewtwo,171,76,161,111
Mewtwo,159,79,183,141
Mewtwo,113,91,154,87
Mewtwo,69,128,85,90
Mewtwo,159,55,192,139
Mewtwo,93,22,222,92
Mewtwo,97,55,55,133
Mewtwo,208,128,89,23
Mewtwo,65,107,141,13
Mewtwo,253,27,158,104
Mewtwo,6,71,60,60
Mewtwo,21,45,218,140
Mewtwo,39,10,212,149
Mewtwo,85,128,193,31
Mewtwo,159,52,179,145
Mewtwo,168,44,20,124
Mewtwo,216,87,55,22
Mewtwo,207,73,99,131
Mewtwo,46,8,213,90
Mewtwo,121,151,223,5
Mewtwo,194,126,100,148
Mewtwo,111,53,71,9
Mewtwo,192,52,64,116
Mewtwo,53,143,100,91
Mewtwo,240,134,64,125
Mewtwo,65,15,177,105
Mewtwo,37,59,34,9
Mewtwo,236,43,15,108
Mewtwo,42,25,196,121
Mewtwo,193,160,103,61
Mewtwo,243,101,67,43
Mewtwo,56,17,67,6
Mewtwo,38,89,111,156
Mewtwo,20,152,147,120
Mewtwo,73,102,184,73
Mewtwo,92,5,198,111
Mewtwo,163,151,171,141
Mewtwo,13,55,9,68
Mewtwo,113,14,83,8
Mewtwo,248,165,83,93
Mewtwo,82,101,25,125
Mewtwo,19,131,158,116
Mewtwo,16,97,16,17
Mewtwo,45,132,80,17
Mewtwo,89,156,60,102
Mewtwo,253,157,216,112
Mewtwo,166,83,123,17
Mewtwo,33,106,103,77
